pidp,wave,sex,age,partner,degree,inc4,owner,gor_dv
231755565,Wave 3,female,84,No partner,No degree,2,Owner,Northern Ireland
231758965,Wave 3,male,49,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231758973,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231758969,Wave 3,female,41,Partner,No degree,Highest 25%,Owner,Northern Ireland
231773245,Wave 3,female,54,No partner,No degree,3,Owner,Northern Ireland
231789565,Wave 3,male,76,Partner,Degree,3,Owner,Yorkshire and the Humber
231789569,Wave 3,female,59,Partner,Degree,Lowest 25%,Owner,Yorkshire and the Humber
231814725,Wave 3,male,89,No partner,No degree,3,Not owner,Northern Ireland
231832405,Wave 3,female,79,No partner,No degree,2,Owner,Northern Ireland
231843293,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231843285,Wave 3,male,44,Partner,No degree,3,Owner,Northern Ireland
231843289,Wave 3,female,42,Partner,Degree,Highest 25%,Owner,Northern Ireland
231860289,Wave 3,female,50,Partner,Degree,2,Owner,Northern Ireland
231862329,Wave 3,female,33,Partner,Degree,3,Owner,Northern Ireland
231862325,Wave 3,male,36,Partner,Degree,Highest 25%,Owner,Northern Ireland
231905165,Wave 3,female,52,No partner,No degree,3,Owner,Northern Ireland
231962965,Wave 3,male,58,Partner,No degree,2,Owner,Northern Ireland
231962977,Wave 3,female,27,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231962973,Wave 3,male,28,No partner,No degree,Highest 25%,Not owner,Northern Ireland
231962981,Wave 3,female,22,No partner,No degree,3,Not owner,Northern Ireland
231962969,Wave 3,female,55,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231965005,Wave 3,male,79,No partner,No degree,2,Not owner,Northern Ireland
231967057,Wave 3,female,24,No partner,Degree,Highest 25%,Not owner,Northern Ireland
231967061,Wave 3,female,21,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231967049,Wave 3,female,57,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231967053,Wave 3,female,27,No partner,No degree,3,Not owner,Northern Ireland
231969765,Wave 3,male,55,Partner,Degree,Highest 25%,Owner,Northern Ireland
231969773,Wave 3,female,20,No partner,No degree,2,Not owner,Northern Ireland
231969769,Wave 3,female,50,Partner,No degree,Lowest 25%,Owner,Northern Ireland
231969781,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231969777,Wave 3,male,19,No partner,No degree,2,Not owner,Northern Ireland
231971809,Wave 3,female,42,Partner,No degree,3,Owner,Northern Ireland
231973845,Wave 3,male,62,Partner,Missing,Lowest 25%,Owner,Northern Ireland
231973849,Wave 3,female,61,Partner,Missing,2,Owner,Northern Ireland
231973853,Wave 3,male,30,No partner,No degree,Highest 25%,Not owner,Northern Ireland
231974525,Wave 3,male,42,Partner,No degree,Highest 25%,Owner,Northern Ireland
231974529,Wave 3,female,41,Partner,Degree,3,Owner,Northern Ireland
231982685,Wave 3,male,69,Partner,No degree,Highest 25%,Owner,Northern Ireland
231984725,Wave 3,male,63,No partner,No degree,2,Owner,Northern Ireland
231987449,Wave 3,female,40,Partner,No degree,2,Owner,Northern Ireland
231987453,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231987457,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
231987445,Wave 3,male,45,Partner,No degree,3,Owner,Northern Ireland
231988125,Wave 3,male,41,Partner,No degree,3,Owner,Northern Ireland
231988129,Wave 3,female,41,Partner,No degree,Highest 25%,Owner,Northern Ireland
232003089,Wave 3,female,51,No partner,No degree,2,Not owner,Northern Ireland
232003085,Wave 3,female,88,No partner,No degree,2,Owner,Northern Ireland
232005809,Wave 3,female,70,Partner,Degree,Lowest 25%,Owner,Northern Ireland
232005805,Wave 3,male,77,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232018729,Wave 3,female,69,No partner,No degree,Lowest 25%,Owner,Northern Ireland
232028253,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232028245,Wave 3,female,49,No partner,No degree,Highest 25%,Owner,Northern Ireland
232028249,Wave 3,male,20,No partner,No degree,2,Not owner,Northern Ireland
232047969,Wave 3,female,44,Partner,No degree,Highest 25%,Owner,Northern Ireland
232047977,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232047965,Wave 3,male,43,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232047973,Wave 3,female,21,No partner,No degree,3,Not owner,Northern Ireland
232050013,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232050005,Wave 3,male,40,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232075845,Wave 3,male,35,Partner,No degree,3,Owner,Northern Ireland
232075849,Wave 3,female,33,Partner,No degree,2,Owner,Northern Ireland
232079925,Wave 3,male,34,Partner,No degree,Lowest 25%,Not owner,Northern Ireland
232079929,Wave 3,female,33,Partner,No degree,3,Not owner,Northern Ireland
232092165,Wave 3,male,55,No partner,No degree,2,Not owner,Northern Ireland
232101685,Wave 3,female,44,Partner,No degree,2,Not owner,Northern Ireland
232101689,Wave 3,male,18,No partner,No degree,3,Not owner,Northern Ireland
232114605,Wave 3,female,88,No partner,Degree,Lowest 25%,Owner,Northern Ireland
232123449,Wave 3,female,46,Partner,No degree,3,Owner,Northern Ireland
232123453,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232131605,Wave 3,male,63,Partner,No degree,3,Owner,Northern Ireland
232131609,Wave 3,female,59,Partner,Degree,Highest 25%,Owner,Northern Ireland
232131613,Wave 3,female,25,Partner,Degree,3,Owner,Northern Ireland
219314364,Wave 3,male,28,Partner,No degree,3,Owner,Northern Ireland
232139765,Wave 3,female,43,No partner,Degree,Highest 25%,Owner,Northern Ireland
232143165,Wave 3,male,87,No partner,No degree,2,Owner,Northern Ireland
232151329,Wave 3,male,38,Partner,Degree,Highest 25%,Owner,Northern Ireland
232151325,Wave 3,female,39,Partner,Degree,Highest 25%,Owner,Northern Ireland
232156769,Wave 3,female,73,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232156765,Wave 3,male,77,Partner,No degree,2,Owner,Northern Ireland
232159497,Wave 3,male,20,No partner,Degree,Lowest 25%,Not owner,Northern Ireland
232159485,Wave 3,female,48,Partner,No degree,2,Owner,Northern Ireland
232159493,Wave 3,female,26,No partner,Degree,3,Not owner,Northern Ireland
232159489,Wave 3,male,53,Partner,No degree,Highest 25%,Owner,Northern Ireland
232162205,Wave 3,male,37,Partner,No degree,3,Owner,Northern Ireland
232162209,Wave 3,female,30,Partner,No degree,3,Owner,Northern Ireland
232169689,Wave 3,male,18,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232169685,Wave 3,female,39,No partner,No degree,3,Not owner,Northern Ireland
232171733,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232171725,Wave 3,female,76,No partner,No degree,2,Owner,Northern Ireland
232171729,Wave 3,female,46,No partner,Degree,Highest 25%,Not owner,Northern Ireland
232176489,Wave 3,female,31,Partner,Degree,Highest 25%,Owner,Northern Ireland
232176485,Wave 3,male,33,Partner,Degree,Highest 25%,Owner,Northern Ireland
232179205,Wave 3,male,57,No partner,Degree,Highest 25%,Owner,Northern Ireland
232179209,Wave 3,male,39,No partner,Degree,Highest 25%,Owner,Northern Ireland
232180569,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,Northern Ireland
232180565,Wave 3,female,51,No partner,No degree,2,Not owner,Northern Ireland
232196209,Wave 3,female,19,No partner,No degree,2,Not owner,Northern Ireland
232199605,Wave 3,male,73,Partner,No degree,Highest 25%,Owner,Northern Ireland
232199609,Wave 3,female,67,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232202325,Wave 3,female,67,No partner,No degree,2,Owner,Northern Ireland
232267605,Wave 3,female,43,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232285965,Wave 3,male,77,No partner,No degree,3,Owner,Northern Ireland
232290729,Wave 3,female,74,Partner,No degree,Lowest 25%,Owner,Northern Ireland
232290725,Wave 3,male,75,Partner,No degree,2,Owner,Northern Ireland
232296165,Wave 3,female,47,No partner,No degree,2,Not owner,Northern Ireland
232330845,Wave 3,female,44,Partner,No degree,2,Owner,Northern Ireland
232330849,Wave 3,male,42,Partner,Degree,Lowest 25%,Owner,Northern Ireland
272001367,Wave 3,female,64,No partner,No degree,2,Owner,North East
272002731,Wave 3,female,20,No partner,No degree,2,Not owner,North East
272002727,Wave 3,female,42,No partner,No degree,2,Not owner,North East
272004767,Wave 3,female,26,No partner,No degree,2,Not owner,North East
272005447,Wave 3,male,53,No partner,Degree,3,Not owner,North East
272006807,Wave 3,male,64,Partner,No degree,3,Not owner,North East
272006811,Wave 3,female,60,Partner,No degree,Lowest 25%,Not owner,North East
272008847,Wave 3,male,44,No partner,No degree,3,Not owner,North East
272010887,Wave 3,female,71,No partner,No degree,2,Owner,North East
272011571,Wave 3,female,24,No partner,No degree,2,Owner,North East
272011567,Wave 3,male,31,No partner,No degree,3,Owner,North East
272012251,Wave 3,female,61,Partner,No degree,3,Not owner,North East
272012247,Wave 3,male,64,Partner,No degree,Lowest 25%,Not owner,North East
272012927,Wave 3,female,28,No partner,Degree,2,Owner,North East
272013607,Wave 3,female,32,No partner,Degree,3,Owner,North East
272013611,Wave 3,male,34,No partner,Degree,3,Owner,North East
272015647,Wave 3,male,61,No partner,No degree,Highest 25%,Owner,North East
272017687,Wave 3,male,58,No partner,No degree,3,Not owner,North East
272023127,Wave 3,female,77,No partner,No degree,3,Not owner,North East
272023807,Wave 3,female,40,No partner,Degree,Highest 25%,Not owner,North East
272024491,Wave 3,female,26,No partner,Degree,Highest 25%,Owner,North East
272024487,Wave 3,male,32,No partner,Degree,3,Owner,North East
272025847,Wave 3,male,60,No partner,No degree,Lowest 25%,Not owner,North East
272027215,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,North East
272027207,Wave 3,female,52,Partner,Degree,Highest 25%,Owner,North East
272027211,Wave 3,male,57,Partner,No degree,3,Owner,North East
272027887,Wave 3,female,42,No partner,No degree,3,Not owner,North East
272027891,Wave 3,male,19,No partner,No degree,Lowest 25%,Not owner,North East
272028567,Wave 3,male,70,Partner,No degree,3,Owner,North East
272028571,Wave 3,female,69,Partner,No degree,Lowest 25%,Owner,North East
272029247,Wave 3,male,63,Partner,No degree,Highest 25%,Owner,North East
272029251,Wave 3,female,64,Partner,No degree,Lowest 25%,Owner,North East
272029927,Wave 3,female,21,No partner,Degree,Lowest 25%,Not owner,North East
272029931,Wave 3,male,21,No partner,Degree,3,Not owner,North East
272030607,Wave 3,female,47,No partner,No degree,Highest 25%,Not owner,North East
272030611,Wave 3,male,47,No partner,No degree,2,Not owner,North East
272031287,Wave 3,female,83,No partner,No degree,2,Not owner,North East
272032647,Wave 3,male,67,Partner,No degree,Highest 25%,Owner,North East
272032651,Wave 3,female,58,Partner,No degree,2,Owner,North East
272034011,Wave 3,male,47,Partner,No degree,3,Not owner,North East
272034007,Wave 3,female,40,Partner,No degree,2,Not owner,North East
272035371,Wave 3,female,78,Partner,No degree,Lowest 25%,Owner,North East
272035367,Wave 3,male,82,Partner,No degree,Highest 25%,Owner,North East
272037407,Wave 3,female,39,Partner,Degree,Highest 25%,Owner,North East
272037411,Wave 3,male,39,Partner,Degree,Highest 25%,Owner,North East
272039451,Wave 3,male,46,Partner,Degree,Highest 25%,Owner,North East
272039447,Wave 3,female,49,Partner,Degree,Lowest 25%,Owner,North East
272040807,Wave 3,male,67,Partner,Degree,3,Owner,North East
272041487,Wave 3,male,62,No partner,No degree,Lowest 25%,Owner,North East
272042167,Wave 3,male,64,Partner,No degree,Lowest 25%,Not owner,North East
272042171,Wave 3,female,63,Partner,No degree,2,Not owner,North East
272044207,Wave 3,female,68,No partner,Degree,3,Owner,North East
272044887,Wave 3,male,66,Partner,No degree,Highest 25%,Owner,North East
272044891,Wave 3,female,64,Partner,No degree,Lowest 25%,Owner,North East
272045571,Wave 3,male,53,Partner,Degree,Highest 25%,Owner,North East
272045579,Wave 3,male,17,No partner,No degree,Lowest 25%,Not owner,North East
272045575,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,North East
272045567,Wave 3,female,47,Partner,Degree,Lowest 25%,Owner,North East
272046247,Wave 3,male,42,Partner,Degree,Highest 25%,Owner,North East
272046251,Wave 3,female,39,Partner,Degree,Lowest 25%,Owner,North East
272046935,Wave 3,male,35,No partner,Degree,3,Not owner,North East
272046931,Wave 3,male,38,No partner,No degree,3,Not owner,North East
272046927,Wave 3,female,65,No partner,No degree,Lowest 25%,Owner,North East
272049647,Wave 3,female,42,No partner,No degree,Highest 25%,Owner,North East
272050327,Wave 3,male,44,Partner,Degree,Highest 25%,Owner,North East
272050331,Wave 3,female,36,Partner,Degree,3,Owner,North East
272051691,Wave 3,male,46,Partner,Degree,Highest 25%,Owner,North East
272051687,Wave 3,female,38,Partner,Degree,3,Owner,North East
272053051,Wave 3,male,63,Partner,No degree,Lowest 25%,Owner,North East
272053047,Wave 3,female,57,Partner,No degree,Lowest 25%,Owner,North East
272053059,Wave 3,male,16,No partner,No degree,Lowest 25%,Not owner,North East
272053055,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,North East
272054411,Wave 3,male,70,Partner,No degree,2,Owner,North East
272054407,Wave 3,female,63,Partner,No degree,Lowest 25%,Owner,North East
272055767,Wave 3,female,55,Partner,No degree,2,Owner,North East
272055771,Wave 3,male,56,Partner,Degree,Highest 25%,Owner,North East
272056447,Wave 3,female,52,Partner,No degree,2,Owner,North East
272057811,Wave 3,female,26,Partner,Degree,3,Owner,North East
272059167,Wave 3,female,82,No partner,Degree,3,Owner,North East
272061207,Wave 3,male,72,No partner,No degree,2,Not owner,North East
272064607,Wave 3,male,85,Partner,No degree,2,Owner,North West
272065967,Wave 3,female,33,No partner,No degree,3,Not owner,North West
272065971,Wave 3,female,28,No partner,No degree,Highest 25%,Not owner,North West
272068007,Wave 3,female,28,No partner,Degree,Highest 25%,Owner,North West
272068687,Wave 3,female,60,Partner,No degree,2,Owner,North West
272068691,Wave 3,male,62,Partner,No degree,3,Owner,North West
272070731,Wave 3,female,16,No partner,No degree,3,Not owner,North West
272070727,Wave 3,female,43,No partner,No degree,2,Not owner,North West
272071407,Wave 3,female,46,No partner,Degree,2,Not owner,North West
272072087,Wave 3,female,35,No partner,No degree,3,Not owner,North West
272073447,Wave 3,female,31,No partner,No degree,3,Owner,North West
272075487,Wave 3,female,63,No partner,No degree,3,Not owner,North West
272081607,Wave 3,male,51,No partner,No degree,Highest 25%,Owner,North West
272083647,Wave 3,female,28,No partner,No degree,3,Not owner,North West
272085687,Wave 3,female,49,No partner,No degree,3,Not owner,North West
272091807,Wave 3,female,32,Partner,Degree,Highest 25%,Owner,North West
272091811,Wave 3,male,32,Partner,Degree,Highest 25%,Owner,North West
272095887,Wave 3,female,68,No partner,No degree,Lowest 25%,Not owner,North West
272095891,Wave 3,female,96,No partner,No degree,2,Not owner,North West
272101327,Wave 3,male,50,No partner,No degree,2,Not owner,North West
272102007,Wave 3,female,29,Partner,Degree,2,Owner,North West
272102011,Wave 3,male,44,Partner,No degree,3,Owner,North West
272106767,Wave 3,male,53,Partner,No degree,Highest 25%,Owner,North West
272106771,Wave 3,female,35,Partner,No degree,Lowest 25%,Owner,North West
272110167,Wave 3,female,68,No partner,No degree,Highest 25%,Owner,North West
272112207,Wave 3,female,49,No partner,No degree,Lowest 25%,Not owner,North West
272666524,Wave 3,male,46,No partner,No degree,Highest 25%,Not owner,North West
272112211,Wave 3,male,20,No partner,No degree,Lowest 25%,Not owner,North West
272112891,Wave 3,female,29,No partner,No degree,2,Not owner,North West
272112887,Wave 3,male,40,No partner,No degree,2,Not owner,North West
272115615,Wave 3,female,22,No partner,Degree,2,Not owner,North West
272115611,Wave 3,female,50,Partner,No degree,3,Owner,North West
272115619,Wave 3,female,20,No partner,No degree,Lowest 25%,Not owner,North West
272115607,Wave 3,male,55,Partner,No degree,Highest 25%,Owner,North West
272116291,Wave 3,female,25,No partner,Degree,3,Not owner,North West
272116287,Wave 3,female,50,No partner,Degree,3,Owner,North West
272118327,Wave 3,female,35,No partner,No degree,Lowest 25%,Not owner,North West
272118331,Wave 3,male,36,No partner,Degree,2,Not owner,North West
272119007,Wave 3,female,73,No partner,No degree,Highest 25%,Owner,North West
272121055,Wave 3,female,18,No partner,No degree,Lowest 25%,Not owner,North West
272121047,Wave 3,male,54,Partner,No degree,3,Owner,North West
272121051,Wave 3,female,44,Partner,Degree,3,Owner,North West
272124447,Wave 3,male,70,Partner,Degree,Highest 25%,Owner,North West
272125131,Wave 3,male,70,Partner,No degree,3,Owner,North West
272125135,Wave 3,female,32,No partner,No degree,2,Not owner,North West
272125127,Wave 3,female,62,Partner,No degree,Lowest 25%,Owner,North West
272126491,Wave 3,female,48,Partner,No degree,2,Owner,North West
272126499,Wave 3,female,17,No partner,No degree,Lowest 25%,Not owner,North West
272126487,Wave 3,male,49,Partner,Degree,Highest 25%,Owner,North West
272128531,Wave 3,female,40,Partner,Degree,Highest 25%,Owner,North West
272128527,Wave 3,male,48,Partner,Degree,Highest 25%,Owner,North West
272128543,Wave 3,female,16,No partner,No degree,Lowest 25%,Not owner,North West
272129211,Wave 3,male,56,Partner,No degree,Highest 25%,Owner,North West
272129207,Wave 3,female,51,Partner,No degree,3,Owner,North West
272129215,Wave 3,female,21,No partner,No degree,3,Not owner,North West
272131247,Wave 3,female,80,No partner,No degree,2,Owner,North West
272132611,Wave 3,female,39,Partner,Degree,Lowest 25%,Owner,North West
272132607,Wave 3,male,49,Partner,Degree,Highest 25%,Owner,North West
272133967,Wave 3,male,85,No partner,No degree,Lowest 25%,Owner,North West
272138047,Wave 3,female,79,No partner,No degree,3,Owner,North West
272138727,Wave 3,female,72,No partner,No degree,2,Owner,North West
272140771,Wave 3,male,55,Partner,No degree,3,Owner,North West
272140767,Wave 3,female,52,Partner,Degree,Highest 25%,Owner,North West
272142811,Wave 3,male,68,Partner,No degree,2,Owner,North West
272142807,Wave 3,female,63,Partner,No degree,2,Owner,North West
272143487,Wave 3,female,32,Partner,Degree,2,Owner,North West
272143491,Wave 3,male,34,Partner,Degree,2,Owner,North West
272146207,Wave 3,female,60,No partner,No degree,2,Not owner,North West
272148247,Wave 3,female,44,Partner,Degree,Highest 25%,Owner,North West
272148927,Wave 3,male,63,No partner,Degree,3,Owner,North West
272150967,Wave 3,male,39,Partner,No degree,3,Owner,North West
